n,Group,doc_id,cross_entropy,Split
1,Agent,2802,9.928215876120282,2
1,Agent,2173,9.24251127625288,2
1,Agent,2397,9.462480434563718,2
1,Agent,1566,10.064391056167091,2
1,Agent,1340,8.786081475390255,2
1,Agent,2039,10.003777668388759,2
1,Agent,247,8.27578701560068,2
1,Agent,1836,9.268111843518058,2
1,Agent,2637,8.413094773422014,2
1,Agent,2162,5.664454966307166,2
1,Agent,1806,10.995704388285507,2
1,Agent,2890,8.581091021159978,2
1,Agent,1420,6.702243912569808,2
1,Agent,1655,9.85496974476504,2
1,Agent,811,9.93919109265733,2
1,Agent,1713,9.441694090215696,2
1,Agent,96,10.797058042861053,2
1,Agent,1282,8.55552067329759,2
1,Agent,233,9.693652224702083,2
1,Agent,1715,9.612642334281189,2
1,Agent,1521,9.922937364168556,2
1,Agent,1899,10.24435491478677,2
1,Agent,1512,11.296057916224393,2
1,Agent,2447,10.791178071485374,2
1,Agent,1212,8.773531899637636,2
1,Agent,2915,11.387241508741953,2
1,Agent,1793,9.242487964143393,2
1,Agent,1395,11.518776728306912,2
1,Agent,3202,8.135966976165937,2
1,Agent,2925,10.214108214435512,2
1,Agent,513,10.495862903303609,2
1,Agent,2987,9.231546211040081,2
1,Agent,2216,9.89305720744534,2
1,Agent,3042,9.390869149209726,2
1,Agent,31,10.077904774859888,2
1,Agent,2854,10.547157922496861,2
1,Agent,2513,9.511994486172972,2
1,Agent,2263,9.95426064023594,2
1,Agent,573,9.7257161198573,2
1,Agent,1952,11.853679782620702,2
1,Agent,3208,10.044645934254529,2
1,Agent,2085,9.829125886223178,2
1,Agent,2725,9.683579816185722,2
1,Agent,3109,10.481016841068351,2
1,Agent,17,13.637522037265363,2
1,Agent,1682,9.964052423749184,2
1,Agent,435,9.874847551967473,2
1,Agent,54,10.221588868633937,2
1,Agent,131,3.6845687579478543,2
1,Agent,1509,10.053261935947843,2
1,Agent,393,9.902252373542956,2
1,Agent,2346,9.33665867930127,2
1,Agent,934,10.645172302149042,2
1,Agent,3058,9.788136801051229,2
1,Agent,2815,8.210502128266217,2
1,Agent,3023,10.24435491478677,2
1,Agent,1919,9.418595931412815,2
1,Agent,403,10.46454239068536,2
1,Agent,1047,10.732794579104239,2
1,Agent,1488,9.012058294170625,2
1,Agent,1666,8.964894649753493,2
1,Agent,549,10.25921304848066,2
1,Agent,1336,5.304081739403467,2
1,Agent,2781,8.888114214952482,2
