n,Group,cross_entropy
1,Agent,3.6571158836595776
1,Agent,10.076446396190487
1,Agent,13.091101538110005
1,Agent,9.449400811999032
1,Agent,12.369298212372197
1,Agent,9.326048562149913
1,Agent,5.456426801729651
1,Agent,9.86668241072917
1,Agent,9.641693508553622
1,Agent,9.979378308027233
1,Agent,9.863515883437902
1,Agent,3.6571158836595776
1,Agent,12.09643203774818
1,Agent,10.34406117837948
1,Agent,9.069735400323585
1,Agent,7.66848132741075
1,Agent,3.6571158836595776
1,Agent,9.778735137797952
1,Agent,9.324241812342391
1,Agent,6.0192555904796246
1,Agent,9.228512149429168
1,Agent,9.572181811691799
1,Agent,9.762853940204359
1,Agent,11.280505637531585
1,Agent,10.181270841370898
1,Agent,5.537517185400438
1,Agent,8.501631030915847
1,Agent,9.94225780750937
1,Agent,9.55999122617716
1,Agent,9.866546685489702
1,Agent,11.204157090642108
1,Agent,9.877064458650649
1,Agent,10.829300798489257
1,Agent,9.185687220077497
1,Agent,9.451892606972603
1,Agent,9.33192555865367
1,Agent,11.53825589015649
1,Agent,9.466076007600655
1,Agent,10.551316145763446
1,Agent,9.692649330663974
1,Agent,9.171741890621606
1,Agent,8.512514749598601
1,Agent,9.497876885295465
1,Agent,9.584993032998488
1,Agent,8.452356812189928
1,Agent,9.472101446699916
1,Agent,8.47830403529449
1,Agent,14.32806713227621
1,Agent,8.869057388364856
1,Agent,7.737321769820151
1,Agent,9.132743490812802
1,Agent,9.200466424419984
1,Agent,10.18510917843417
1,Agent,6.425205151955535
1,Agent,9.073585396659125
1,Agent,8.41662603233005
1,Agent,8.845198389134653
1,Agent,13.959584335193107
1,Agent,8.344738897574295
1,Agent,8.837760596717734
1,Agent,10.481842481248654
1,Agent,9.732590176508229
1,Agent,9.991769875244955
1,Agent,9.16796548464368
1,Agent,10.549086544617689
1,Agent,10.626055887497843
1,Agent,8.656248996882997
1,Agent,9.096985279167805
1,Agent,9.837682857366227
1,Agent,9.566540541310612
1,Agent,8.397587884176376
1,Agent,9.853986235587975
1,Agent,10.431996540002636
1,Agent,9.943105900043339
1,Agent,11.672532160908684
1,Agent,9.60727213325078
1,Agent,11.079541876845768
1,Agent,10.909636831657187
1,Agent,10.103973228973432
1,Agent,13.913029632997368
1,Agent,9.380462656846188
1,Agent,10.177345479000214
1,Agent,10.414862872329735
1,Agent,9.849729285213236
1,Agent,7.331978729313012
1,Agent,9.532530019040824
1,Agent,9.99234906395332
1,Agent,10.364150185709718
1,Agent,9.984281600190975
1,Agent,9.850885886348385
1,Agent,6.5232917802999655
1,Agent,7.6473143630394675
1,Agent,8.826485713236359
1,Agent,8.092046968964867
1,Agent,10.456180581725997
1,Agent,8.012707611309429
1,Agent,8.883094437878503
1,Agent,7.955435699260613
1,Agent,7.21528051362171
1,Agent,9.449536025115853
1,Agent,10.735804130525864
1,Agent,9.939275643853392
1,Agent,9.632356645379977
1,Agent,10.442150352728994
1,Agent,8.020516690928243
1,Agent,9.03645327300393
1,Agent,9.113474554273106
1,Agent,10.41794187067426
1,Agent,10.4191208102683
1,Agent,9.829914636405977
1,Agent,8.826793468399343
1,Agent,11.197125010754327
1,Agent,10.051199388094707
1,Agent,7.133213323897385
1,Agent,8.692702451668735
1,Agent,8.700704508048595
1,Agent,9.319313968422971
1,Agent,8.782907022948486
